"UH","Reserva","Valor","Data","Hora","Usuário","Qtde","Motivo",""
"","","31","6/20/2022","2:47:41 PM","ANLGONCALVES","1","ERRO DE LANÇAMENTO",""
"106","58661727","94.5","6/21/2022","12:32:00 AM","RFREITAS","1","ERRO DE LANÇAMENTO",""
"1102","58480137","18","6/21/2022","2:41:07 PM","ANLGONCALVES","1","ERRO DE LANÇAMENTO",""
"1106","58661786","94.5","6/21/2022","12:35:00 AM","RFREITAS","1","ERRO DE LANÇAMENTO",""
"1201","58549951","344.4","6/21/2022","2:25:56 PM","LPADOVINO","1","Erro de Laçto",""
"1211","58549994","344.4","6/21/2022","5:21:36 PM","LPADOVINO","1","Erro de Laçto",""
"408","58661891","-210","6/21/2022","8:57:47 PM","RFELIZ","1","ERRO DE LANÇAMENTO",""
"408","58661891","-10.5","6/21/2022","8:57:47 PM","RFELIZ","1","ERRO DE LANÇAMENTO",""
"409","58222227","939.75","6/21/2022","1:22:43 PM","ANLGONCALVES","1","Erro de Laçto",""
"409","58222227","4","6/21/2022","1:22:43 PM","ANLGONCALVES","1","Erro de Laçto",""
"501","58649697","-186.75","6/21/2022","11:51:40 PM","RFREITAS","1","ERRO DO SISTEMA",""
"501","58649697","-9.34","6/21/2022","11:51:40 PM","RFREITAS","1","ERRO DO SISTEMA",""
"501","58649697","365.4","6/21/2022","11:51:22 PM","RFREITAS","1","Erro de Laçto",""
"502","57611971","1423.8","6/21/2022","3:37:51 PM","ANLGONCALVES","1","AUTORIZADO PELO GERENT",""
"502","57611971","243.29","6/21/2022","3:37:42 PM","ANLGONCALVES","1","AUTORIZADO PELO GERENT",""
"709","58221964","939.75","6/21/2022","1:23:52 PM","ANLGONCALVES","1","Erro de Laçto",""
"802","58711279","-321.3","6/21/2022","8:10:05 PM","RFELIZ","1","ERRO DE LANÇAMENTO",""
"","","45","6/21/2022","12:22:00 AM","RFREITAS","1","ERRO DE LANÇAMENTO",""
"1002","58112820","455.7","6/22/2022","12:08:46 AM","RFELIZ","1","ERRO DE LANÇAMENTO",""
"106","58661727","94.5","6/22/2022","1:58:00 PM","ANLGONCALVES","1","ERRO DE LANÇAMENTO",""
"201","58602585","257.25","6/22/2022","10:13:43 AM","IGPESSOA","1","Erro de Laçto",""
"309","58715444","107.1","6/22/2022","8:11:10 PM","RFELIZ","1","VALOR LANÇADO INCORRET",""
"409","57731829","130","6/22/2022","12:09:50 AM","RFELIZ","1","ERRO DE LANÇAMENTO",""
"506","58688749","-0.65","6/22/2022","6:48:00 AM","RFREITAS","1","ERRO DE LANÇAMENTO",""
"506","58688749","-13","6/22/2022","6:48:00 AM","RFREITAS","1","ERRO DE LANÇAMENTO",""
"601","58710264","-1.25","6/22/2022","12:22:19 PM","CALOLIVEIRA","1","AUTORIZADO PELO GERENT",""
"601","58710264","-25","6/22/2022","12:22:19 PM","CALOLIVEIRA","1","AUTORIZADO PELO GERENT",""
"608","58661875","73.5","6/22/2022","2:03:03 PM","ANLGONCALVES","1","ERRO DE LANÇAMENTO",""
"608","58661875","73.5","6/22/2022","2:02:00 PM","ANLGONCALVES","1","ERRO DE LANÇAMENTO",""
"608","58661875","73.5","6/22/2022","2:01:00 PM","ANLGONCALVES","1","ERRO DE LANÇAMENTO",""
"811","58423702","-6","6/22/2022","6:52:45 PM","CALOLIVEIRA","1","AUTORIZADO PELO GERENT",""
"903","58589422","86.5","6/22/2022","2:12:18 PM","ANLGONCALVES","1","ERRO DE LANÇAMENTO",""
"57932727","","594.31","6/22/2022","11:30:13 AM","CALOLIVEIRA","1","AUTORIZADO PELO GERENT",""
"1009","58351922","541.8","6/23/2022","1:08:12 PM","CALOLIVEIRA","1","Erro de Laçto",""
"1101","58622187","626.85","6/23/2022","11:48:18 PM","RFREITAS","1","Erro de Laçto",""
"401","58728465","642.6","6/23/2022","7:35:37 PM","CFIOR","1","HOSPEDE NÃO CONSUMIU",""
"604","58471685","-6","6/23/2022","6:58:21 AM","RFELIZ","1","ERRO DE LANÇAMENTO",""
"810","58464794","-1","6/23/2022","7:50:00 AM","IGPESSOA","1","ERRO DE LANÇAMENTO",""
"810","58464794","222.05","6/23/2022","7:58:36 AM","IGPESSOA","1","ERRO DO SISTEMA",""
"901","58661840","-5","6/23/2022","7:41:00 PM","CALOLIVEIRA","1","AUTORIZADO PELO GERENT",""
"901","58661840","-0.25","6/23/2022","7:41:00 PM","CALOLIVEIRA","1","AUTORIZADO PELO GERENT",""
"901","58661840","-0.25","6/23/2022","7:41:00 PM","CALOLIVEIRA","1","AUTORIZADO PELO GERENT",""
"901","58661840","-5","6/23/2022","7:41:00 PM","CALOLIVEIRA","1","AUTORIZADO PELO GERENT",""
"101","58413723","722.4","6/24/2022","5:39:54 PM","CALOLIVEIRA","1","Erro de Laçto",""
"103","58745831","-9.65","6/24/2022","12:06:42 PM","IGPESSOA","1","AUTORIZADO PELO GERENT",""
"103","58745831","-193","6/24/2022","12:06:42 PM","IGPESSOA","1","AUTORIZADO PELO GERENT",""
"104","58745858","-9.65","6/24/2022","12:06:06 PM","IGPESSOA","1","AUTORIZADO PELO GERENT",""
"104","58745858","-193","6/24/2022","12:06:06 PM","IGPESSOA","1","AUTORIZADO PELO GERENT",""
"1101","58586474","1310.4","6/24/2022","10:38:00 PM","CFIOR","1","ERRO DE LANÇAMENTO",""
"1201","58606173","1227.45","6/24/2022","8:18:50 AM","IGPESSOA","1","ERRO DE LANÇAMENTO",""
"203","58099026","625.8","6/24/2022","5:32:22 PM","CALOLIVEIRA","1","Erro de Laçto",""
"306","58661719","-7.7","6/24/2022","9:28:00 AM","CALOLIVEIRA","1","AUTORIZADO PELO GERENT",""
"306","58661719","-154","6/24/2022","9:28:00 AM","CALOLIVEIRA","1","AUTORIZADO PELO GERENT",""
"308","58661832","-180","6/24/2022","9:29:00 AM","CALOLIVEIRA","1","AUTORIZADO PELO GERENT",""
"308","58661832","-9","6/24/2022","9:29:00 AM","CALOLIVEIRA","1","AUTORIZADO PELO GERENT",""
"309","58738533","-29","6/24/2022","8:46:48 AM","CFIOR","1","ERRO DE LANÇAMENTO",""
"311","58606238","-8","6/24/2022","8:03:00 AM","IGPESSOA","1","HOSPEDE NÃO CONSUMIU",""
"404","58623086","-5","6/24/2022","8:29:23 AM","IGPESSOA","1","HOSPEDE NÃO CONSUMIU",""
"410","57367027","-73","6/24/2022","1:40:49 PM","CALOLIVEIRA","1","AUTORIZADO PELO GERENT",""
"410","57367027","-73","6/24/2022","1:40:49 PM","CALOLIVEIRA","1","AUTORIZADO PELO GERENT",""
"410","57367027","-73","6/24/2022","1:40:49 PM","CALOLIVEIRA","1","AUTORIZADO PELO GERENT",""
"410","57367027","-66","6/24/2022","1:40:48 PM","CALOLIVEIRA","1","AUTORIZADO PELO GERENT",""
"410","57367027","-66","6/24/2022","1:40:48 PM","CALOLIVEIRA","1","AUTORIZADO PELO GERENT",""
"410","57367027","-3.65","6/24/2022","1:40:49 PM","CALOLIVEIRA","1","AUTORIZADO PELO GERENT",""
"410","57367027","-3.65","6/24/2022","1:40:49 PM","CALOLIVEIRA","1","AUTORIZADO PELO GERENT",""
"410","57367027","-3.65","6/24/2022","1:40:49 PM","CALOLIVEIRA","1","AUTORIZADO PELO GERENT",""
"410","57367027","-3.3","6/24/2022","1:40:48 PM","CALOLIVEIRA","1","AUTORIZADO PELO GERENT",""
"410","57367027","-3.3","6/24/2022","1:40:48 PM","CALOLIVEIRA","1","AUTORIZADO PELO GERENT",""
"410","57367027","10237.5","6/24/2022","3:12:27 PM","CALOLIVEIRA","1","Erro de Laçto",""
"506","58688749","-3.85","6/24/2022","9:41:00 AM","CALOLIVEIRA","1","AUTORIZADO PELO GERENT",""
"506","58688749","-77","6/24/2022","9:41:00 AM","CALOLIVEIRA","1","AUTORIZADO PELO GERENT",""
"508","58577955","-8","6/24/2022","7:15:13 AM","RFREITAS","1","HOSPEDE NÃO CONSUMIU",""
"511","58560238","627.9","6/24/2022","12:50:00 AM","RFREITAS","1","ERRO DE LANÇAMENTO",""
"605","58652531","-12","6/24/2022","1:27:13 PM","CFIOR","2","HOSPEDE NÃO CONSUMIU",""
"605","58652531","-6","6/24/2022","1:27:13 PM","CFIOR","1","HOSPEDE NÃO CONSUMIU",""
"609","58617965","180.6","6/24/2022","7:30:00 PM","CALOLIVEIRA","1","Erro de Laçto",""
"901","58661840","-5","6/24/2022","9:20:00 AM","CALOLIVEIRA","1","AUTORIZADO PELO GERENT",""
"901","58661840","-0.25","6/24/2022","9:20:00 AM","CALOLIVEIRA","1","AUTORIZADO PELO GERENT",""
"903","58511490","-12","6/24/2022","9:36:05 AM","CFIOR","2","HOSPEDE NÃO CONSUMIU",""
"102","58656316","-40","6/25/2022","10:02:00 AM","RFELIZ","1","ERRO DE LANÇAMENTO",""
"102","58656316","-40","6/25/2022","10:02:00 AM","RFELIZ","1","ERRO DE LANÇAMENTO",""
"102","58656316","-40","6/25/2022","10:02:00 AM","RFELIZ","1","ERRO DE LANÇAMENTO",""
"102","58656316","-40","6/25/2022","10:02:00 AM","RFELIZ","1","ERRO DE LANÇAMENTO",""
"102","58656316","-2","6/25/2022","10:02:00 AM","RFELIZ","1","ERRO DE LANÇAMENTO",""
"102","58656316","-2","6/25/2022","10:02:00 AM","RFELIZ","1","ERRO DE LANÇAMENTO",""
"102","58656316","-2","6/25/2022","10:02:00 AM","RFELIZ","1","ERRO DE LANÇAMENTO",""
"102","58656316","-2","6/25/2022","10:02:00 AM","RFELIZ","1","ERRO DE LANÇAMENTO",""
"106","58661727","94.5","6/25/2022","10:38:57 PM","CALOLIVEIRA","1","AUTORIZADO PELO GERENT",""
"106","58661727","94.5","6/25/2022","10:38:54 PM","CALOLIVEIRA","1","AUTORIZADO PELO GERENT",""
"1202","58516603","-5","6/25/2022","10:25:39 AM","CALOLIVEIRA","1","AUTORIZADO PELO GERENT",""
"1208","58583882","-15","6/25/2022","11:07:23 AM","RFELIZ","1","ERRO DE LANÇAMENTO",""
"1208","58583882","-8","6/25/2022","11:07:23 AM","RFELIZ","1","ERRO DE LANÇAMENTO",""
"1208","58583882","-20","6/25/2022","11:07:23 AM","RFELIZ","2","ERRO DE LANÇAMENTO",""
"1208","58583882","-8","6/25/2022","11:07:23 AM","RFELIZ","2","ERRO DE LANÇAMENTO",""
"1208","58583882","51","6/25/2022","11:14:25 AM","RFELIZ","1","AUTORIZADO PELO GERENT",""
"210","58214267","0.1","6/25/2022","2:30:00 PM","RFELIZ","1","ERRO DE LANÇAMENTO",""
"708","58756221","-17.45","6/25/2022","3:45:00 AM","RFREITAS","1","ERRO DO SISTEMA",""
"708","58756221","-349","6/25/2022","3:45:00 AM","RFREITAS","1","ERRO DO SISTEMA",""
"","","-25","6/25/2022","7:12:52 PM","CFIOR","1","ERRO DE LANÇAMENTO",""
"","","-24","6/25/2022","10:21:29 PM","CALOLIVEIRA","4","AUTORIZADO PELO GERENT",""
"","","-6","6/25/2022","10:21:29 PM","CALOLIVEIRA","1","AUTORIZADO PELO GERENT",""
"","","-1.25","6/25/2022","7:12:53 PM","CFIOR","1","ERRO DE LANÇAMENTO",""
"208","58540261","-12","6/26/2022","10:42:02 AM","IGPESSOA","1","AUTORIZADO PELO GERENT",""
"211","58744517","-20.5","6/26/2022","3:09:00 AM","RFREITAS","1","ERRO DO SISTEMA",""
"211","58744517","-410","6/26/2022","3:09:00 AM","RFREITAS","1","ERRO DO SISTEMA",""
"310","58214283","100","6/26/2022","11:33:00 AM","PTANAKA","1","ERRO DE LANÇAMENTO",""
"906","57994234","-45.3","6/26/2022","12:02:00 AM","RFREITAS","1","ERRO DE LANÇAMENTO",""
"906","57994234","-906","6/26/2022","12:02:00 AM","RFREITAS","1","ERRO DE LANÇAMENTO",""
"","","-50","6/26/2022","5:49:02 PM","JPALMEIDA","1","ERRO DE LANÇAMENTO",""
"1007","58662510","30.25","6/27/2022","3:14:20 PM","ANLGONCALVES","1","ERRO DE LANÇAMENTO",""
"1010","58765182","26.25","6/27/2022","3:18:51 PM","ANLGONCALVES","1","ERRO DE LANÇAMENTO",""
"1010","56991959","35","6/27/2022","2:39:25 PM","ANLGONCALVES","1","ERRO DE LANÇAMENTO",""
"105","58537082","1774.5","6/27/2022","7:20:16 AM","IGPESSOA","1","AUTORIZADO PELO GERENT",""
"106","58597239","-25","6/27/2022","12:26:00 AM","RFREITAS","1","ERRO DE LANÇAMENTO",""
"106","58597239","-1.25","6/27/2022","12:26:00 AM","RFREITAS","1","ERRO DE LANÇAMENTO",""
"1105","58081593","-25","6/27/2022","11:33:00 AM","JPALMEIDA","1","CORTESIA DE DIÁRIAS",""
"1105","58081593","-25","6/27/2022","11:33:00 AM","JPALMEIDA","1","CORTESIA DE DIÁRIAS",""
"1105","58081593","-25","6/27/2022","11:33:00 AM","JPALMEIDA","1","CORTESIA DE DIÁRIAS",""
"1105","58081593","-1.25","6/27/2022","11:33:00 AM","JPALMEIDA","1","CORTESIA DE DIÁRIAS",""
"1105","58081593","211","6/27/2022","11:32:00 AM","JPALMEIDA","1","ERRO DE LANÇAMENTO",""
"1105","58081593","562","6/27/2022","2:47:22 PM","ANLGONCALVES","1","ERRO DE LANÇAMENTO",""
"1105","58081593","-1.25","6/27/2022","11:33:00 AM","JPALMEIDA","1","CORTESIA DE DIÁRIAS",""
"1105","58081593","-1.25","6/27/2022","11:33:00 AM","JPALMEIDA","1","CORTESIA DE DIÁRIAS",""
"1209","58751130","246.49","6/27/2022","4:56:24 PM","ANLGONCALVES","1","Erro de Laçto",""
"1209","58771700","-246.65","6/27/2022","11:07:00 AM","CALOLIVEIRA","1","AUTORIZADO PELO GERENT",""
"311","58711317","196.5","6/27/2022","3:16:46 PM","ANLGONCALVES","1","ERRO DE LANÇAMENTO",""
"403","58215050","-12","6/27/2022","1:00:12 PM","CALOLIVEIRA","1","AUTORIZADO PELO GERENT",""
"507","58701664","-15","6/27/2022","8:11:34 AM","IGPESSOA","1","HOSPEDE NÃO CONSUMIU",""
"605","57795770","571.31","6/27/2022","2:42:00 PM","ANLGONCALVES","1","ERRO DE LANÇAMENTO",""
"811","58151818","-4","6/27/2022","11:57:13 AM","IGPESSOA","1","HOSPEDE NÃO CONSUMIU",""
"906","57994234","-1.25","6/27/2022","10:47:00 PM","RFELIZ","1","ERRO DE LANÇAMENTO",""
"906","57994234","-25","6/27/2022","10:47:00 PM","RFELIZ","1","ERRO DE LANÇAMENTO",""
"1011","58820914","282.74","6/28/2022","6:05:00 PM","CALOLIVEIRA","1","AUTORIZADO PELO GERENT",""
"1011","58820914","-1.31","6/28/2022","12:19:00 AM","RFELIZ","1","ERRO DE LANÇAMENTO",""
"1011","58820914","-26.25","6/28/2022","12:19:00 AM","RFELIZ","1","ERRO DE LANÇAMENTO",""
"1107","58813268","-0.06","6/28/2022","12:21:00 AM","RFELIZ","1","ERRO DE LANÇAMENTO",""
"1107","58813268","-1.25","6/28/2022","12:21:00 AM","RFELIZ","1","ERRO DE LANÇAMENTO",""
"1201","58739610","-1.25","6/28/2022","12:22:22 AM","RFELIZ","1","ERRO DE LANÇAMENTO",""
"1201","58739610","-0.06","6/28/2022","12:22:22 AM","RFELIZ","1","ERRO DE LANÇAMENTO",""
"202","58718524","-0.06","6/28/2022","12:22:00 AM","RFELIZ","1","ERRO DE LANÇAMENTO",""
"202","58718524","-1.25","6/28/2022","12:22:00 AM","RFELIZ","1","ERRO DE LANÇAMENTO",""
"204","58739157","-1.25","6/28/2022","12:23:00 AM","RFELIZ","1","ERRO DE LANÇAMENTO",""
"204","58739157","-0.06","6/28/2022","12:23:00 AM","RFELIZ","1","ERRO DE LANÇAMENTO",""
"211","58744517","264.6","6/28/2022","4:01:29 PM","ANLGONCALVES","1","Erro de Laçto",""
"211","58744517","-12.6","6/28/2022","4:01:40 PM","ANLGONCALVES","1","AUTORIZADO PELO GERENT",""
"211","58744517","-252","6/28/2022","4:01:40 PM","ANLGONCALVES","1","AUTORIZADO PELO GERENT",""
"304","58816100","422.1","6/28/2022","1:22:06 AM","RFELIZ","1","ERRO DE LANÇAMENTO",""
"406","58610472","144","6/28/2022","1:34:35 PM","ANLGONCALVES","1","ERRO DE LANÇAMENTO",""
"507","58475869","-1.25","6/28/2022","12:23:00 AM","RFELIZ","1","ERRO DE LANÇAMENTO",""
"507","58475869","-0.06","6/28/2022","12:23:00 AM","RFELIZ","1","ERRO DE LANÇAMENTO",""
"602","58274162","26","6/28/2022","1:45:56 PM","ANLGONCALVES","1","ERRO DE LANÇAMENTO",""
"607","58753893","-1.25","6/28/2022","11:41:44 PM","RFELIZ","1","ERRO DE LANÇAMENTO",""
"607","58753893","-25","6/28/2022","11:41:44 PM","RFELIZ","1","ERRO DE LANÇAMENTO",""
"711","58806814","-0.06","6/28/2022","12:24:00 AM","RFELIZ","1","ERRO DE LANÇAMENTO",""
"711","58806814","-1.25","6/28/2022","12:24:00 AM","RFELIZ","1","ERRO DE LANÇAMENTO",""
"811","58804072","197","6/28/2022","5:20:00 PM","ECSOUSA","1","ERRO DE LANÇAMENTO",""
"102","58698043","336","6/29/2022","3:15:53 PM","CALOLIVEIRA","1","AUTORIZADO PELO GERENT",""
"1105","58792686","59.25","6/29/2022","8:59:13 AM","IGPESSOA","1","ERRO DE LANÇAMENTO",""
"401","58744436","264.6","6/29/2022","11:38:41 PM","RFREITAS","1","Erro de Laçto",""
"1007","58701842","698.4","6/30/2022","2:07:00 AM","RFREITAS","1","ERRO DE LANÇAMENTO",""
"1011","58820914","26.25","6/30/2022","1:23:17 PM","ANLGONCALVES","1","ERRO DE LANÇAMENTO",""
"204","58739157","25","6/30/2022","4:12:00 PM","CFIOR","1","ERRO DE LANÇAMENTO",""
"204","58739157","-6","6/30/2022","4:07:00 PM","CFIOR","1","HOSPEDE NÃO CONSUMIU",""
"307","58744819","6","6/30/2022","8:59:32 AM","IGPESSOA","1","ERRO DE LANÇAMENTO",""
"402","58162410","-20","6/30/2022","11:46:00 AM","IGPESSOA","2","HOSPEDE NÃO CONSUMIU",""
