"UH","Reserva","Valor","Data","Hora","Usuário","Qtde","Motivo"
"710","57857814","56","5/10/2022","4:30:15 PM","LPADOVINO","1","ERRO DE LANÇAMENTO"
"1203","57401500","72","5/10/2022","9:30:58 AM","ECSOUSA","1","ERRO DE LANÇAMENTO"
"209","57849919","135.5","5/10/2022","10:19:00 AM","ECSOUSA","1","ERRO DE LANÇAMENTO"
"109","57873747","187.95","5/10/2022","3:49:07 AM","RFELIZ","1","Erro de Laçto"
"503","57805539","211.05","5/10/2022","1:46:44 PM","CALOLIVEIRA","1","Erro de Laçto"
"511","57886148","235.47","5/10/2022","5:09:00 PM","LPADOVINO","1","ERRO DE LANÇAMENTO"
"510","57646546","364.2","5/10/2022","2:45:15 PM","CALOLIVEIRA","1","Erro de Laçto"
"510","57646546","364.2","5/10/2022","3:05:51 AM","RFELIZ","1","Erro de Laçto"
"1109","57611343","418.39","5/10/2022","10:18:23 AM","LPADOVINO","1","ERRO DE LANÇAMENTO"
"410","57836191","6","5/10/2022","4:44:12 PM","LPADOVINO","1","ERRO DE LANÇAMENTO"
"701","57022585","-404","5/11/2022","11:31:19 PM","RFELIZ","1","ERRO DO SISTEMA"
"601","57729948","-25","5/11/2022","2:14:00 AM","RFELIZ","1","ERRO DE LANÇAMENTO"
"204","57976007","-8","5/11/2022","7:06:55 AM","RFELIZ","1","HOSPEDE NÃO CONSUMIU"
"1107","57995338","-8","5/11/2022","9:16:04 AM","RFELIZ","1","HOSPEDE NÃO CONSUMIU"
"604","57554277","-6","5/11/2022","9:38:50 AM","LPADOVINO","1","HOSPEDE NÃO CONSUMIU"
"706","56801726","493.5","5/11/2022","8:42:00 PM","CALOLIVEIRA","1","AUTORIZADO PELO GERENT"
"1203","57989834","12","5/11/2022","2:24:57 AM","RFELIZ","1","ERRO DE LANÇAMENTO"
"211","58015329","32.25","5/11/2022","2:22:04 PM","CALOLIVEIRA","1","ERRO DE LANÇAMENTO"
"1001","57729255","44.25","5/11/2022","2:22:44 AM","RFELIZ","1","ERRO DE LANÇAMENTO"
"901","58016031","68","5/11/2022","2:05:43 AM","RFELIZ","1","ERRO DE LANÇAMENTO"
"1009","57824517","118","5/11/2022","4:52:50 PM","LPADOVINO","1","ERRO DE LANÇAMENTO"
"601","57729948","-1.25","5/11/2022","2:14:00 AM","RFELIZ","1","ERRO DE LANÇAMENTO"
"1001","57957088","-126.8","5/12/2022","7:33:00 PM","RFELIZ","1","ERRO DE LANÇAMENTO"
"1001","57957088","-30","5/12/2022","7:21:00 PM","RFELIZ","1","ERRO DE LANÇAMENTO"
"801","57949573","-12","5/12/2022","3:05:25 PM","CALOLIVEIRA","2","AUTORIZADO PELO GERENT"
"404","57963827","-8","5/12/2022","6:46:35 AM","RFELIZ","1","HOSPEDE NÃO CONSUMIU"
"801","57949573","-8","5/12/2022","3:05:25 PM","CALOLIVEIRA","1","AUTORIZADO PELO GERENT"
"801","57949573","-8","5/12/2022","3:05:25 PM","CALOLIVEIRA","1","AUTORIZADO PELO GERENT"
"109","57706840","465.7","5/12/2022","3:08:00 PM","RFELIZ","1","ERRO DE LANÇAMENTO"
"1207","57777888","-6","5/12/2022","7:41:53 AM","LPADOVINO","1","HOSPEDE NÃO CONSUMIU"
"109","57873747","-4","5/12/2022","8:23:16 AM","LPADOVINO","1","ERRO DE LANÇAMENTO"
"501","57625808","21","5/12/2022","12:29:47 AM","RFELIZ","1","ERRO DE LANÇAMENTO"
"811","58016589","42","5/12/2022","12:46:39 AM","RFELIZ","1","ERRO DE LANÇAMENTO"
"1006","57943095","227.85","5/12/2022","12:25:16 AM","RFELIZ","1","ERRO DE LANÇAMENTO"
"1001","57957088","-6.34","5/12/2022","7:33:00 PM","RFELIZ","1","ERRO DE LANÇAMENTO"
"901","57722595","-52.5","5/13/2022","12:17:00 PM","ECSOUSA","1","ERRO DE LANÇAMENTO"
"201","57712123","1713.6","5/13/2022","3:01:00 AM","RFELIZ","1","AUTORIZADO PELO GERENT"
"510","57836760","-25","5/13/2022","2:43:00 PM","IGPESSOA","1","ERRO DE LANÇAMENTO"
"911","57452393","-25","5/13/2022","2:48:00 PM","IGPESSOA","1","ERRO DE LANÇAMENTO"
"409","57680345","-6","5/13/2022","8:08:00 AM","IGPESSOA","1","HOSPEDE NÃO CONSUMIU"
"907","57999848","-5","5/13/2022","11:43:38 AM","CALOLIVEIRA","1","AUTORIZADO PELO GERENT"
"907","57999848","-5","5/13/2022","11:43:38 AM","CALOLIVEIRA","1","AUTORIZADO PELO GERENT"
"901","57722595","-2.62","5/13/2022","12:17:00 PM","ECSOUSA","1","ERRO DE LANÇAMENTO"
"306","57587957","-1.5","5/13/2022","10:44:00 AM","CALOLIVEIRA","1","AUTORIZADO PELO GERENT"
"510","57836760","-1.25","5/13/2022","2:43:00 PM","IGPESSOA","1","ERRO DE LANÇAMENTO"
"911","57452393","-1.25","5/13/2022","2:48:00 PM","IGPESSOA","1","ERRO DE LANÇAMENTO"
"907","57999848","-0.25","5/13/2022","11:43:38 AM","CALOLIVEIRA","1","AUTORIZADO PELO GERENT"
"907","57999848","-0.25","5/13/2022","11:43:38 AM","CALOLIVEIRA","1","AUTORIZADO PELO GERENT"
"810","57740992","-0.01","5/13/2022","4:49:06 AM","RFELIZ","1","ERRO DO SISTEMA"
"1206","57740658","-0.01","5/13/2022","4:52:41 AM","RFELIZ","1","ERRO DO SISTEMA"
"108","57740631","-0.01","5/13/2022","5:01:35 AM","RFELIZ","1","ERRO DO SISTEMA"
"810","57740992","0","5/13/2022","4:49:06 AM","RFELIZ","1","ERRO DO SISTEMA"
"1206","57740658","0","5/13/2022","4:52:41 AM","RFELIZ","1","ERRO DO SISTEMA"
"108","57740631","0","5/13/2022","5:01:35 AM","RFELIZ","1","ERRO DO SISTEMA"
"106","57373906","142","5/13/2022","3:55:57 AM","RFELIZ","1","ERRO DE LANÇAMENTO"
"805","57638632","233","5/13/2022","11:56:00 AM","LPADOVINO","1","ERRO DE LANÇAMENTO"
"106","57373906","245.45","5/13/2022","7:41:19 AM","IGPESSOA","1","Erro de Laçto"
"108","57733066","262.47","5/13/2022","4:23:00 AM","RFELIZ","1","ERRO DE LANÇAMENTO"
"108","57733066","262.47","5/13/2022","5:03:36 AM","RFELIZ","1","Erro de Laçto"
"1004","57526567","289.8","5/13/2022","9:33:42 AM","CALOLIVEIRA","1","Erro de Laçto"
"204","57522693","289.8","5/13/2022","9:37:49 AM","CALOLIVEIRA","1","Erro de Laçto"
"604","57522707","289.8","5/13/2022","3:46:30 PM","CALOLIVEIRA","1","Erro de Laçto"
"810","57740992","330.76","5/13/2022","4:48:26 AM","RFELIZ","1","Erro de Laçto"
"1206","57740658","387.46","5/13/2022","4:52:14 AM","RFELIZ","1","Erro de Laçto"
"108","57740631","387.46","5/13/2022","5:01:04 AM","RFELIZ","1","Erro de Laçto"
"707","57712816","399.16","5/13/2022","5:26:56 AM","RFELIZ","1","Erro de Laçto"
"507","57451982","418.44","5/13/2022","4:06:00 AM","RFELIZ","1","ERRO DE LANÇAMENTO"
"602","57692548","454.6","5/13/2022","4:12:00 AM","RFELIZ","1","LCTO EM DUPLICIDADE"
"402","57692521","454.62","5/13/2022","4:11:00 AM","RFELIZ","1","LCTO EM DUPLICIDADE"
"1007","57451974","521.64","5/13/2022","4:17:00 AM","RFELIZ","1","LCTO EM DUPLICIDADE"
"1003","58007814","645.75","5/13/2022","4:58:20 AM","RFELIZ","1","Erro de Laçto"
"306","57587957","-30","5/13/2022","10:44:00 AM","CALOLIVEIRA","1","AUTORIZADO PELO GERENT"
"","","-26.25","5/14/2022","5:09:53 PM","CFIOR","1","ERRO DE LANÇAMENTO"
"","","-1.31","5/14/2022","5:09:53 PM","CFIOR","1","ERRO DE LANÇAMENTO"
"104","58013776","235.2","5/14/2022","7:49:05 AM","ECSOUSA","1","Erro de Laçto"
"109","57706840","12","5/14/2022","12:43:02 AM","RFREITAS","1","ERRO DE LANÇAMENTO"
"106","57733058","6","5/14/2022","12:32:48 AM","RFREITAS","1","ERRO DE LANÇAMENTO"
"801","57531129","-245.39","5/15/2022","11:56:00 AM","ECSOUSA","1","ERRO DE LANÇAMENTO"
"604","58035443","-48","5/15/2022","1:17:51 AM","RFREITAS","1","ERRO DE LANÇAMENTO"
"801","57531129","-24","5/15/2022","11:56:00 AM","ECSOUSA","3","ERRO DE LANÇAMENTO"
"301","57494762","-16","5/15/2022","9:34:00 AM","ECSOUSA","4","HOSPEDE NÃO CONSUMIU"
"302","57525145","-16","5/15/2022","11:56:51 AM","ECSOUSA","4","HOSPEDE NÃO CONSUMIU"
"509","56804814","-15","5/15/2022","11:55:00 AM","ECSOUSA","1","HOSPEDE NÃO CONSUMIU"
"509","56804814","-12","5/15/2022","11:55:00 AM","ECSOUSA","2","HOSPEDE NÃO CONSUMIU"
"208","58016392","-12","5/15/2022","12:03:00 PM","ECSOUSA","2","ERRO DE LANÇAMENTO"
"509","56804814","-8","5/15/2022","11:55:00 AM","ECSOUSA","1","HOSPEDE NÃO CONSUMIU"
"809","57818606","-6","5/15/2022","11:42:48 AM","IGPESSOA","1","ERRO DE LANÇAMENTO"
"509","56804814","-6","5/15/2022","11:55:00 AM","ECSOUSA","1","HOSPEDE NÃO CONSUMIU"
"509","56804814","-6","5/15/2022","11:55:00 AM","ECSOUSA","1","HOSPEDE NÃO CONSUMIU"
"801","57531129","-6","5/15/2022","11:56:00 AM","ECSOUSA","1","ERRO DE LANÇAMENTO"
"604","58035443","-2.4","5/15/2022","1:17:51 AM","RFREITAS","1","ERRO DE LANÇAMENTO"
"1105","58060359","-1.58","5/15/2022","12:11:25 PM","IGPESSOA","1","ERRO DE LANÇAMENTO"
"1105","58060359","-0.08","5/15/2022","12:11:25 PM","IGPESSOA","1","ERRO DE LANÇAMENTO"
"402","57692521","0.02","5/15/2022","11:04:41 AM","ECSOUSA","1","ERRO DE LANÇAMENTO"
"1107","57688737","6","5/15/2022","12:47:05 AM","RFREITAS","1","ERRO DE LANÇAMENTO"
"411","57704597","14.25","5/15/2022","12:19:15 PM","ECSOUSA","1","ERRO DE LANÇAMENTO"
"1101","57464421","38","5/15/2022","11:03:01 AM","ECSOUSA","1","ERRO DO SISTEMA"
"1101","57464421","38","5/15/2022","1:32:18 PM","ECSOUSA","1","ERRO DE LANÇAMENTO"
"506","58038973","69.52","5/15/2022","4:22:28 PM","IGPESSOA","1","ERRO DE LANÇAMENTO"
"407","58043381","114.84","5/15/2022","4:19:12 PM","IGPESSOA","1","ERRO DE LANÇAMENTO"
"1109","57482241","157.5","5/15/2022","1:12:15 AM","RFREITAS","1","ERRO DE LANÇAMENTO"
"806","58047131","258.3","5/15/2022","12:57:47 AM","RFREITAS","1","ERRO DE LANÇAMENTO"
"202","57551065","307.74","5/15/2022","1:04:04 AM","RFREITAS","1","ERRO DE LANÇAMENTO"
"909","57519331","379","5/15/2022","9:29:40 AM","IGPESSOA","1","ERRO DO SISTEMA"
"301","57494762","418.44","5/15/2022","1:59:05 PM","ECSOUSA","1","ERRO DE LANÇAMENTO"
"301","57494762","418.44","5/15/2022","1:59:25 PM","ECSOUSA","1","ERRO DE LANÇAMENTO"
"801","57531129","490.78","5/15/2022","11:56:00 AM","ECSOUSA","1","ERRO DE LANÇAMENTO"
"1005","57546851","1836.45","5/15/2022","10:32:01 AM","ECSOUSA","1","Erro de Laçto"
"1005","57546851","1836.45","5/15/2022","10:46:11 AM","IGPESSOA","1","Erro de Laçto"
"1005","57546851","1836.45","5/15/2022","2:22:59 PM","IGPESSOA","1","Erro de Laçto"
"1007","57451974","-206.18","5/16/2022","6:37:30 PM","CALOLIVEIRA","1","AUTORIZADO PELO GERENT"
"111","57712131","1713.6","5/16/2022","6:57:17 AM","RFREITAS","1","ERRO DE LANÇAMENTO"
"201","57712123","-47","5/16/2022","6:59:58 AM","RFREITAS","1","ERRO DE LANÇAMENTO"
"201","57712123","-47","5/16/2022","6:59:58 AM","RFREITAS","1","ERRO DE LANÇAMENTO"
"201","57712123","-47","5/16/2022","6:59:58 AM","RFREITAS","1","ERRO DE LANÇAMENTO"
"201","57712123","-47","5/16/2022","6:59:58 AM","RFREITAS","1","ERRO DE LANÇAMENTO"
"801","57531129","-30","5/16/2022","6:45:57 PM","CALOLIVEIRA","5","AUTORIZADO PELO GERENT"
"801","57531129","-20","5/16/2022","6:45:57 PM","CALOLIVEIRA","2","AUTORIZADO PELO GERENT"
"1202","57599025","-18","5/16/2022","6:57:00 PM","CALOLIVEIRA","3","AUTORIZADO PELO GERENT"
"411","57704597","-14.25","5/16/2022","6:26:12 PM","CALOLIVEIRA","1","AUTORIZADO PELO GERENT"
"601","54680107","-12","5/16/2022","8:43:41 AM","RFELIZ","3","HOSPEDE NÃO CONSUMIU"
"1210","57488215","-12","5/16/2022","10:18:00 PM","RFELIZ","3","HOSPEDE NÃO CONSUMIU"
"709","54680093","-10","5/16/2022","8:44:00 AM","RFELIZ","1","HOSPEDE NÃO CONSUMIU"
"603","57519358","-8","5/16/2022","4:09:00 PM","CALOLIVEIRA","1","AUTORIZADO PELO GERENT"
"603","57519358","-6","5/16/2022","4:09:00 PM","CALOLIVEIRA","1","AUTORIZADO PELO GERENT"
"1210","57488215","-6","5/16/2022","10:20:00 PM","RFELIZ","1","HOSPEDE NÃO CONSUMIU"
"1202","57599025","-3.12","5/16/2022","6:56:52 PM","CALOLIVEIRA","1","AUTORIZADO PELO GERENT"
"201","57712123","-2.35","5/16/2022","6:59:58 AM","RFREITAS","1","ERRO DE LANÇAMENTO"
"201","57712123","-2.35","5/16/2022","6:59:58 AM","RFREITAS","1","ERRO DE LANÇAMENTO"
"201","57712123","-2.35","5/16/2022","6:59:58 AM","RFREITAS","1","ERRO DE LANÇAMENTO"
"201","57712123","-2.35","5/16/2022","6:59:58 AM","RFREITAS","1","ERRO DE LANÇAMENTO"
"409","57286515","-0.01","5/16/2022","7:31:38 AM","RFELIZ","1","ERRO DO SISTEMA"
"409","56024673","-0.01","5/16/2022","11:22:25 PM","RFREITAS","1","ERRO DE LANÇAMENTO"
"409","57286515","0","5/16/2022","7:31:38 AM","RFELIZ","1","ERRO DO SISTEMA"
"202","57750653","25","5/16/2022","8:53:00 PM","RFELIZ","1","ERRO DE LANÇAMENTO"
"504","57458456","121","5/16/2022","5:06:00 PM","LPADOVINO","1","ERRO DE LANÇAMENTO"
"401","57519404","287.25","5/16/2022","5:53:04 PM","LPADOVINO","1","ERRO DE LANÇAMENTO"
"608","57869820","477.4","5/16/2022","1:19:37 PM","CALOLIVEIRA","1","AUTORIZADO PELO GERENT"
"409","56024673","507.94","5/16/2022","11:22:17 PM","RFREITAS","1","Erro de Laçto"
"1007","57451974","-206.18","5/16/2022","6:37:30 PM","CALOLIVEIRA","1","AUTORIZADO PELO GERENT"
"209","57849919","-224","5/17/2022","11:00:30 AM","LPADOVINO","1","ERRO DE LANÇAMENTO"
"910","57637318","609","5/17/2022","11:59:59 AM","LPADOVINO","1","Erro de Laçto"
"1001","57957088","-120.76","5/17/2022","11:46:27 AM","CALOLIVEIRA","1","AUTORIZADO PELO GERENT"
"1001","57957088","-120.76","5/17/2022","11:46:27 AM","CALOLIVEIRA","1","AUTORIZADO PELO GERENT"
"1001","57957088","-120.76","5/17/2022","11:46:27 AM","CALOLIVEIRA","1","AUTORIZADO PELO GERENT"
"1001","57957088","-120.76","5/17/2022","11:46:27 AM","CALOLIVEIRA","1","AUTORIZADO PELO GERENT"
"1111","58091025","-26.25","5/17/2022","4:34:00 PM","CALOLIVEIRA","1","AUTORIZADO PELO GERENT"
"1001","57957088","-25","5/17/2022","11:37:53 AM","IGPESSOA","1","HOSPEDE NÃO CONSUMIU"
"910","57637318","-25","5/17/2022","12:02:34 PM","LPADOVINO","1","ERRO DE LANÇAMENTO"
"910","57637318","-25","5/17/2022","12:02:34 PM","LPADOVINO","1","ERRO DE LANÇAMENTO"
"910","57637318","-25","5/17/2022","12:02:34 PM","LPADOVINO","1","ERRO DE LANÇAMENTO"
"910","57637318","-25","5/17/2022","12:02:34 PM","LPADOVINO","1","ERRO DE LANÇAMENTO"
"1111","58118918","-25","5/17/2022","12:52:00 AM","RFREITAS","1","LCTO EM DUPLICIDADE"
"209","57849919","-11.2","5/17/2022","11:00:30 AM","LPADOVINO","1","ERRO DE LANÇAMENTO"
"608","57801800","-11.15","5/17/2022","11:24:48 AM","CALOLIVEIRA","1","AUTORIZADO PELO GERENT"
"1001","57957088","-6.04","5/17/2022","11:46:27 AM","CALOLIVEIRA","1","AUTORIZADO PELO GERENT"
"1001","57957088","-6.04","5/17/2022","11:46:27 AM","CALOLIVEIRA","1","AUTORIZADO PELO GERENT"
"1001","57957088","-6.04","5/17/2022","11:46:27 AM","CALOLIVEIRA","1","AUTORIZADO PELO GERENT"
"1001","57957088","-6.04","5/17/2022","11:46:27 AM","CALOLIVEIRA","1","AUTORIZADO PELO GERENT"
"1001","57957088","-1.25","5/17/2022","11:37:53 AM","IGPESSOA","1","HOSPEDE NÃO CONSUMIU"
"910","57637318","-1.25","5/17/2022","12:02:34 PM","LPADOVINO","1","ERRO DE LANÇAMENTO"
"910","57637318","-1.25","5/17/2022","12:02:34 PM","LPADOVINO","1","ERRO DE LANÇAMENTO"
"910","57637318","-1.25","5/17/2022","12:02:34 PM","LPADOVINO","1","ERRO DE LANÇAMENTO"
"910","57637318","-1.25","5/17/2022","12:02:34 PM","LPADOVINO","1","ERRO DE LANÇAMENTO"
"1111","58118918","-1.25","5/17/2022","12:52:00 AM","RFREITAS","1","LCTO EM DUPLICIDADE"
"1109","58001816","26.52","5/17/2022","10:01:22 AM","IGPESSOA","1","ERRO DE LANÇAMENTO"
"708","57482616","28","5/17/2022","2:59:42 PM","LPADOVINO","1","ERRO DE LANÇAMENTO"
"904","57987718","38.25","5/17/2022","8:22:32 AM","IGPESSOA","1","ERRO DE LANÇAMENTO"
"209","57849919","235.2","5/17/2022","11:00:05 AM","LPADOVINO","1","Erro de Laçto"
"","57904707","339.36","5/17/2022","3:04:57 PM","CALOLIVEIRA","1","AUTORIZADO PELO GERENT"
"809","58134166","449.83","5/17/2022","1:09:00 AM","RFREITAS","1","LCTO EM DUPLICIDADE"
"608","57801800","-223","5/17/2022","11:24:48 AM","CALOLIVEIRA","1","AUTORIZADO PELO GERENT"
"1001","57957088","-18","5/18/2022","2:56:37 PM","LPADOVINO","3","HOSPEDE NÃO CONSUMIU"
"1001","57957088","-16","5/18/2022","2:56:37 PM","LPADOVINO","2","HOSPEDE NÃO CONSUMIU"
"1001","57957088","-12","5/18/2022","2:56:37 PM","LPADOVINO","2","HOSPEDE NÃO CONSUMIU"
"1001","57957088","-8","5/18/2022","2:56:37 PM","LPADOVINO","1","HOSPEDE NÃO CONSUMIU"
"1001","57957088","-4","5/18/2022","2:56:37 PM","LPADOVINO","1","HOSPEDE NÃO CONSUMIU"
"510","57519463","1134","5/18/2022","1:27:00 AM","RFELIZ","1","ERRO DE LANÇAMENTO"
"208","58165355","0","5/18/2022","12:48:00 AM","RFELIZ","1","CORTESIA DE DIÁRIAS"
"306","58155988","300.68","5/18/2022","1:34:00 AM","RFELIZ","1","ERRO DE LANÇAMENTO"
"408","58156100","300.68","5/18/2022","1:35:00 AM","RFELIZ","1","ERRO DE LANÇAMENTO"
"1001","57957088","362.28","5/18/2022","2:56:07 PM","LPADOVINO","1","ERRO DE LANÇAMENTO"
"210","57519455","1134","5/18/2022","1:26:00 AM","RFELIZ","1","ERRO DE LANÇAMENTO"
"208","58165355","-0.01","5/18/2022","12:48:00 AM","RFELIZ","1","CORTESIA DE DIÁRIAS"
"306","58155988","-261.36","5/19/2022","7:49:00 AM","CFIOR","1","HOSPEDE NÃO CONSUMIU"
"","57951292","801.99","5/19/2022","5:27:59 PM","CALOLIVEIRA","1","AUTORIZADO PELO GERENT"
"1208","57746192","-30","5/19/2022","2:43:30 PM","IGPESSOA","5","ERRO DE LANÇAMENTO"
"211","58110747","-25","5/19/2022","8:03:33 AM","IGPESSOA","1","ERRO DE LANÇAMENTO"
"1105","57861005","-25","5/19/2022","2:49:01 PM","IGPESSOA","1","ERRO DE LANÇAMENTO"
"611","58056874","-25","5/19/2022","12:19:00 AM","RFREITAS","1","HOSPEDE NÃO CONSUMIU"
"1105","57899487","-25","5/19/2022","1:10:00 AM","RFREITAS","1","LCTO EM DUPLICIDADE"
"101","58132996","-25","5/19/2022","1:11:00 AM","RFREITAS","1","LCTO EM DUPLICIDADE"
"1208","57746192","-20","5/19/2022","2:43:30 PM","IGPESSOA","2","ERRO DE LANÇAMENTO"
"306","58155988","-13.07","5/19/2022","7:49:00 AM","CFIOR","1","HOSPEDE NÃO CONSUMIU"
"1208","57746192","-12","5/19/2022","2:43:30 PM","IGPESSOA","3","ERRO DE LANÇAMENTO"
"205","56111738","-11.92","5/19/2022","2:23:00 PM","IGPESSOA","1","HOSPEDE NÃO CONSUMIU"
"605","57915628","-10","5/19/2022","6:18:00 AM","RFELIZ","1","HOSPEDE NÃO CONSUMIU"
"1109","57967202","-8","5/19/2022","1:52:51 PM","CALOLIVEIRA","1","AUTORIZADO PELO GERENT"
"1208","57746192","-8","5/19/2022","2:43:30 PM","IGPESSOA","1","ERRO DE LANÇAMENTO"
"1208","57746192","-6","5/19/2022","2:43:30 PM","IGPESSOA","1","ERRO DE LANÇAMENTO"
"211","58110747","-1.25","5/19/2022","8:03:33 AM","IGPESSOA","1","ERRO DE LANÇAMENTO"
"1105","57861005","-1.25","5/19/2022","2:49:01 PM","IGPESSOA","1","ERRO DE LANÇAMENTO"
"611","58056874","-1.25","5/19/2022","12:19:00 AM","RFREITAS","1","HOSPEDE NÃO CONSUMIU"
"1105","57899487","-1.25","5/19/2022","1:10:00 AM","RFREITAS","1","LCTO EM DUPLICIDADE"
"101","58132996","-1.25","5/19/2022","1:11:00 AM","RFREITAS","1","LCTO EM DUPLICIDADE"
"108","57740232","4","5/19/2022","2:57:23 AM","RFREITAS","1","ERRO DE LANÇAMENTO"
